Nr;Titel;Original Titel;Platte;Pfad;Hinzugefügt;Gesehen;Jahr;FSK;Dauer;Auflösung;Größe in MB;Land;IMDB Wertung;IMDB Anzahl;Tomatometer;Metascore;Genres;Kommentar;Oscar gewonnen;Oscar nominiert;GoldenGlobe;BAFTA
8782;"Ingenious";"";[HD 2009(G-Z)-2010(A-F)];X:\2009(G-M)\Ingenious (2009, FSK16, 1920x1080).mkv;30.04.2018;;2009;16;88;1080p;8130;"USA";5,8;1690;0;0;"Drama Komödie Liebe ";"";0;0;0;0
2965;"Inglorious Bastards - Ein Haufen verwegener Hunde";"The Inglorious Bastards (Englischer Titel)";[FSK18];X:\FSK18-1900-1999\Inglorious Bastards - Ein Haufen verwegener Hunde (1978, FSK18, 1920x1056).mkv;11.01.2016;;1978;18;99;1080p;6748;"Italien";6,6;8101;0;0;"Action Drama Komödie Abenteuer Krieg ";"";0;0;0;0
107;"Inglourious Basterds";"";[HD 2009(G-Z)-2010(A-F)];X:\2009(G-M)\Inglourious Basterds (2009, FSK16, 1920x800).mkv;03.02.2015;;2009;16;153;1080p;13004;"USA";8,3;1072018;0;69;"Abenteuer Drama Krieg ";"";01;07;01;01
8633;"Ingrid Goes West";"";[HD 2017(A-Z)-2018(A-F)];X:\2017(G-M)\Ingrid Goes West (2017, FSK12, 1920x800).mkv;25.03.2018;;2017;12;98;1080p;8099;"USA";6,6;24210;86;71;"Drama Komödie ";"";0;0;0;0
8783;"Inherent Vice - Natürliche Mängel";"Inherent Vice";[HD 2013(I-Z)-2014(A-Z)];X:\2014(G-M)\Inherent Vice - Natürliche Mängel (2014, FSK16, 1920x1040).mkv;30.04.2018;;2014;16;148;1080p;10055;"USA";6,7;76406;0;0;"Drama Komödie Krimi Liebe Mystery ";"";0;02;0;0
3438;"Inland Empire";"";[HD 2005(G-Z)-2006(A-Z)];X:\2006(G-M)\Inland Empire (2006, FSK12, 1920x1040).mkv;07.04.2016;;2006;12;180;1080p;10444;"Frankreich";7,0;42849;0;0;"Thriller Drama Mystery ";"";0;0;0;0
7665;"Innen Leben";"In Syria (Englischer Titel)";[HD 2017(A-Z)-2018(A-F)];X:\2017(G-M)\Innen Leben (2017, FSK12, 1920x1080).mkv;29.11.2017;;2017;12;86;1080p;3543;"Belgien";7,0;1541;0;0;"Drama Krieg ";"";0;0;0;0
4065;"Innenleben";"Interiors";[HD 1971-1979];X:\1978\Innenleben (1978, FSK12, 1920x1080).mkv;18.07.2016;;1978;12;88;1080p;6553;"USA";7,5;14348;0;0;"Drama ";"";0;05;0;01
9088;"Innere Schönheit des Universums, Die";"";[HD 2010(G-Z)-2011(A-F)];X:\2010(G-M)\Innere Schönheit des Universums, Die (2010, FSK16, 720x552).mkv;19.07.2018;;2010;16;97;SD;995;"Schweden";7,0;3564;0;0;"Drama ";"";0;0;0;0
11661;"Innkeepers - Hotel des Schreckens, The";"The Innkeepers (Englischer Titel)";;X:\NEU\Innkeepers - Hotel des Schreckens, The (2011, FSK16, 720x304).avi;13.08.2019;;2011;16;101;SD;1034;"USA";5,4;31280;0;64;"Horror Drama Mystery ";"";0;0;0;0
7238;"Ins Gras beißen, Die";"Hell Is for Heroes";[HD 1900-1970];X:\1962\Ins Gras beißen, Die (1962, FSK16, 1920x1080).mkv;09.10.2017;;1962;16;86;1080p;6727;"USA";7,0;5399;0;0;"Drama Krieg ";"";0;0;0;0
7294;"Insel der Abenteuer, Die";"Nim's Island";[HD Collection-2(A-Z)-3(A-M)];X:\2-Dilogie(G-M)\Insel der Abenteuer\Insel der Abenteuer, Die (2008, FSK6, 1920x800).mkv;15.10.2017;;2008;6;96;1080p;6850;"USA";6,0;29639;0;0;"Komödie Abenteuer Fantasy Familie ";"";0;0;0;0
5226;"Insel der besonderen Kinder, Die";"Miss Peregrine's Home for Peculiar Children";[HD 2016(A-Z)];X:\2016(G-M)\Insel der besonderen Kinder, Die (2016, FSK12, 1920x1038).mkv;02.01.2017;17.02.2017;2016;12;126;1080p;13926;"England";6,8;65001;0;0;"Drama Abenteuer Fantasy Familie ";"";0;0;0;0
5028;"Insel der besonderen Kinder, Die";"Miss Peregrine's Home for Peculiar Children";[HD 2016(A-Z)];X:\2016(G-M)\Insel der besonderen Kinder, Die (2016, FSK12, 1920x1040) 3D.mkv;19.12.2016;17.02.2017;2016;12;126;1080p;6952;"England";6,9;55711;0;0;"Drama Abenteuer Fantasy Familie ";"";0;0;0;0
7290;"Insel der Pferde - Du bist mein Leben, Die";"The Dark Horse";[HD 2008(G-Z)-2009(A-F)];X:\2008(G-M)\Insel der Pferde - Du bist mein Leben, Die (2008, FSK6, 1920x1080).mkv;13.10.2017;;2008;6;110;1080p;11980;"USA";5,3;98;0;0;"Drama Familie Sport ";"";0;0;0;0
1321;"Insel, Die";"The Island";[HD 2005(G-Z)-2006(A-Z)];X:\2005(G-M)\Insel, Die (2005, FSK16, 1920x800).mkv;22.06.2015;;2005;16;136;1080p;10076;"USA";6,9;283845;0;50;"Action Abenteuer Liebe Sci-Fi Thriller ";"";0;0;0;0
9505;"Inside";"";[HD 2016(A-Z)];X:\2016(G-M)\Inside (2016, FSK16, 1920x808).mkv;05.09.2018;;2016;16;88;1080p;5969;"Spanien";5,3;2490;0;0;"Thriller Horror ";"";0;0;0;0
5376;"Inside";"";[FSK18];X:\FSK18-2000-2009\Inside (2007, FSK(Banned), 1920x1016).mkv;21.01.2017;;2007;(Banned);82;1080p;10147;"Frankreich";6,9;30040;0;0;"Horror ";"";0;0;0;0
11373;"Inside a Skinhead";"The Believer (Englischer Titel)";[FSK18];X:\FSK18-2000-2009\Inside a Skinhead (2001, FSK18, 1800x1080).mkv;24.06.2019;;2001;18;98;1080p;8806;"USA";7,2;34418;0;75;"Drama ";"";0;0;0;0
1798;"Inside Hollywood";"What Just Happened";[HD 2008(G-Z)-2009(A-F)];X:\2008(G-M)\Inside Hollywood (2008, FSK12, 1920x800).mkv;23.08.2015;;2008;12;104;1080p;6031;"USA";5,7;25131;0;0;"Komödie Drama ";"";0;0;0;0
9684;"Inside Jaguar - Eine Million Pfund auf Rädern";"";[HD Serien(SU-Z)+Dokus+Musik];X:\Dokumentationen\Dokus(A-Z)\Inside Jaguar - Eine Million Pfund auf Rädern (2018, FSK, 1280x720).mkv;03.10.2018;;2018;;47;720p;1177;"";0,0;0;0;0;"Dokumentation ";"";0;0;0;0
751;"Inside Llewyn Davis";"";[HD 2013(I-Z)-2014(A-Z)];X:\2013(I-M)\Inside Llewyn Davis (2013, FSK6, 1920x1040).mkv;19.03.2015;;2013;6;104;1080p;6082;"USA";7,5;118671;0;93;"Drama Musik ";"";0;02;0;0
889;"Inside Man";"";[HD 2005(G-Z)-2006(A-Z)];X:\2006(G-M)\Inside Man (2006, FSK12, 1280x544).mkv;13.04.2015;;2006;12;129;720p;7526;"USA";7,6;305579;0;76;"Krimi Drama Mystery Thriller ";"";0;0;0;0
4235;"Inside Men - Die Rache der Gerechtigkeit";"Inside Men (Englischer Titel)";[HD Eastern+Western];X:\HD-Eastern-Modern(A-M)\Inside Men - Die Rache der Gerechtigkeit (2015, FSK16, 1920x1040).mkv;26.08.2016;;2015;16;130;1080p;6789;"Süd-Korea";7,0;963;0;0;"Krimi Drama Thriller ";"";0;0;0;0
8784;"Inside Ring";"Ultimate Heist (Englischer Titel) Ein enger Kreis";[HD 2009(G-Z)-2010(A-F)];X:\2009(G-M)\Inside Ring (2009, FSK16, 1920x816).mkv;30.04.2018;;2009;16;95;1080p;5324;"Frankreich";5,5;2923;0;0;"Thriller Drama Krimi ";"";0;0;0;0
4673;"Inside WikiLeaks - Die fünfte Gewalt";"The Fifth Estate";[HD 2013(I-Z)-2014(A-Z)];X:\2013(I-M)\Inside WikiLeaks - Die fünfte Gewalt (2013, FSK12, 1920x800).mkv;02.11.2016;;2013;12;128;1080p;7096;"USA";6,2;30231;0;0;"Biographie Drama Thriller ";"";0;0;0;0
3513;"Insider";"The Insider";[HD 1996-2002];X:\1999\Insider (1999, FSK6, 1920x804).mkv;21.04.2016;;1999;6;157;1080p;23654;"USA";7,9;135615;0;0;"Thriller Drama Biographie ";"";0;07;0;0
4761;"Insidious";"";[HD Collection-3(N-Z)-6(A-Z)];X:\4-Tetralogie(A-K)\Insidious\Insidious (2010, FSK16, 1920x800).mkv;14.11.2016;;2010;16;102;1080p;6041;"USA";6,8;209361;0;0;"Thriller Horror Mystery ";"";0;0;0;0
4762;"Insidious: Chapter 2";"";[HD Collection-3(N-Z)-6(A-Z)];X:\4-Tetralogie(A-K)\Insidious\Insidious Chapter 2 (2013, FSK16, 1920x802).mkv;14.11.2016;;2013;16;105;1080p;5376;"USA";6,6;113341;39;0;"Thriller Horror ";"";0;0;0;0
4763;"Insidious: Chapter 3 - Jede Geschichte hat einen Anfang";"";[HD Collection-3(N-Z)-6(A-Z)];X:\4-Tetralogie(A-K)\Insidious\Insidious Chapter 3 - Jede Geschichte hat einen Anfang (2015, FSK16, 1920x808).mkv;14.11.2016;;2015;16;97;1080p;8939;"Kanada";6,1;58270;0;0;"Thriller Horror ";"";0;0;0;0
8944;"Insidious: Chapter 4 - The Last Key";"";[HD Collection-3(N-Z)-6(A-Z)];X:\4-Tetralogie(A-K)\Insidious\Insidious Chapter 4 - The Last Key (2018, FSK16, 1920x808).mkv;16.05.2018;;2018;16;103;1080p;3952;"Kanada";5,7;35595;0;49;"Thriller Horror Mystery ";"";0;0;0;0
741;"Insomnia - Schlaflos";"Insomnia";[HD 1996-2002];X:\2002\Insomnia - Schlaflos (2002, FSK16, 1920x800).mkv;17.03.2015;;2002;16;118;1080p;5580;"USA";7,2;247551;0;78;"Drama Mystery Thriller ";"";0;0;0;0
7835;"Inspector Barnaby";"Midsomer Murders";[HD Serien(I-ST)];X:\HD-Serien\Inspector Barnaby\S01\Inspector Barnaby S01E00 Pilot - Tod in Badgers Drift;20.12.2017;;1997;12;101;720p;3000;"England";7,8;17272;0;0;"Drama Krimi Mystery TV-Serie ";"";0;0;0;0
4675;"Inspector Clouseau - Der beste Mann bei Interpol";"The Pink Panther Strikes Again";[HD Collection-7+mehr(A-Z)+Person];X:\7+mehr(A-Z)\Rosarote Panther\Inspector Clouseau - Der beste Mann bei Interpol (1976, FSK12, 1280x544).mkv;02.11.2016;;1976;12;103;720p;4802;"England";7,3;22760;0;0;"Komödie Krimi ";"";0;01;0;0
8476;"Inspektor Clouseau - Der irre Flic mit dem heißen Blick";"Revenge of the Pink Panther";[HD Collection-7+mehr(A-Z)+Person];X:\7+mehr(A-Z)\Rosarote Panther\Inspektor Clouseau - Der irre Flic mit dem heißen Blick (1978, FSK12, 1280x720).mkv;07.03.2018;;1978;12;94;720p;2867;"England";6,7;17340;0;0;"Komödie Krimi Mystery ";"";0;0;0;0
9862;"Interceptor";"The Wraith";[HD 1980-1986];X:\1986\Interceptor (1986, FSK16, 1920x1080).mkv;03.11.2018;;1986;16;92;1080p;7823;"USA";5,9;12524;0;39;"Action Thriller Horror Sci-Fi Liebe ";"";0;0;0;0
10758;"Internal Affairs - Trau' ihm, er ist ein Cop";"Internal Affairs (Englischer Titel)";[FSK18];X:\FSK18-1900-1999\Internal Affairs - Trau' ihm, er ist ein Cop (1990, FSK18, 1920x1080).mkv;22.02.2019;;1990;18;106;1080p;6440;"USA";6,5;15433;0;63;"Thriller Drama Krimi ";"";0;0;0;0
2285;"International, The";"";[HD 2009(G-Z)-2010(A-F)];X:\2009(G-M)\International, The (2009, FSK16, 1920x800).mkv;26.10.2015;;2009;16;118;1080p;8714;"USA";6,5;85427;0;52;"Action Krimi Drama Mystery Thriller ";"";0;0;0;0
525;"Internet's Own Boy - Die Geschichte des Aaron Swartz, The";"The Internet's Own Boy: The Story of Aaron Swartz";[HD Serien(SU-Z)+Dokus+Musik];X:\Dokumentationen\Internet+Science\Internet's Own Boy - Die Geschichte des Aaron Swartz, The (2014, FSK, 1280x720).mkv;03.03.2015;;2014;;105;720p;1310;"USA";8,1;13984;0;72;"Krimi Dokumentation Biographie ";"";0;0;0;0
692;"Interstellar";"";[HD 2013(I-Z)-2014(A-Z)];X:\2014(G-M)\Interstellar (2014, FSK12, 1920x1080).mkv;16.03.2015;08.05.2015;2014;12;169;1080p;12697;"USA";8,6;1223124;0;74;"Abenteuer Drama Sci-Fi ";"";01;04;0;01
1161;"Interview mit einem Vampir";"Interview with the Vampire: The Vampire Chronicles";[HD 1992-1995];X:\1994\Interview mit einem Vampir (1994, FSK16, 1920x1080).mkv;29.05.2015;;1994;16;123;1080p;9748;"USA";7,6;267706;0;59;"Drama Horror ";"";0;02;0;02
1162;"Interview with a Hitman";"";[HD 2012(A-M)];X:\2012(G-M)\Interview with a Hitman (2012, FSK16, 1920x1040).mkv;29.05.2015;;2012;16;96;1080p;6584;"England";6,2;9006;0;0;"Action Thriller ";"";0;0;0;0
1176;"Interview, The";"";[HD 2013(I-Z)-2014(A-Z)];X:\2014(G-M)\Interview, The (2014, FSK12, 1920x808).mkv;29.05.2015;;2014;12;112;1080p;8960;"USA";6,6;279106;0;52;"Komödie ";"";0;0;0;0
10991;"Intimacy";"";[Gemischt-01+Anime];X:\2001\Intimacy (2001, FSK16, 1920x824).mkv;16.04.2019;;2001;16;115;1080p;5253;"Frankreich";6,2;10374;66;69;"Drama Liebe ";"";0;0;0;0
12314;"Into the Dark";"";;<SC>Gemischt-01+Anime<SCB>G:\xxSERIEN\Into The Dark\S01\Into The Dark S01E01.mkv;12.01.2020;;2018;;82;720p;2048;"USA";6,3;2600;76;0;"Thriller Horror TV-Serie ";"";0;0;0;0
5640;"Into the Forest";"";[HD 2015(A-Z)];X:\2015(G-M)\Into the Forest (2015, FSK12, 1920x1040).mkv;02.03.2017;;2015;12;101;1080p;6205;"Kanada";5,9;8936;0;0;"Thriller Drama Sci-Fi ";"";0;0;0;0
1869;"Into the Sun - Kampf über den Wolken";"";[HD Eastern+Western];X:\HD-Eastern-Modern(A-M)\Into the Sun - Kampf über den Wolken (2012, FSK16, 1920x816).mkv;28.08.2015;;2012;16;113;1080p;5775;"Süd-Korea";6,1;1393;0;0;"Action Drama Liebe ";"";0;0;0;0
1829;"Into the White";"";[HD 2012(A-M)];X:\2012(G-M)\Into the White (2012, FSK12, 1920x816).mkv;26.08.2015;;2012;12;104;1080p;4823;"Norwegen";7,2;17458;0;0;"Drama Krieg ";"";0;0;0;0
1824;"Into the Wild";"";[HD 2007(A-Z)-2008(A-F)];X:\2007(G-M)\Into the Wild (2007, FSK12, 1920x800).mkv;26.08.2015;;2007;12;148;1080p;13312;"USA";8,1;508663;0;73;"Abenteuer Biographie Drama ";"";0;02;01;0
4864;"Into the Woods";"";[Kinder-Filme+Trick];X:\Kinder Disney HD\2000-2018\Into the Woods (2014, FSK6, 1920x808).mkv;24.11.2016;;2014;6;124;1080p;6584;"USA";6,0;104426;0;0;"Drama Komödie Abenteuer Fantasy Musical ";"";0;03;0;0
10885;"Intrigo - Tod eines Autors";"";[HD 2018(G-Z)-2019(A-Z)];X:\2018(G-M)\Intrigo - Tod eines Autors (2018, FSK, 1912x800).mkv;03.04.2019;;2018;;106;1080p;4618;"Schweden";6,0;61;0;0;"Thriller Drama Krimi Mystery ";"";0;0;0;0
11984;"Intruder, The";"";[HD 2018(G-Z)-2019(A-Z)];X:\2019(G-M)\Intruder, The (2019, FSK16, 1920x800).mkv;01.11.2019;;2019;16;102;1080p;4567;"USA";5,5;7485;32;39;"Thriller Horror Drama Mystery ";"";0;0;0;0
5930;"Intruders";"";[HD 2011(G-Z)];X:\2011(G-M)\Intruders (2011, FSK16, 1920x816).mkv;06.04.2017;;2011;16;100;1080p;5263;"USA";5,4;18183;0;0;"Thriller Horror Fantasy ";"";0;0;0;0
8067;"Invasion";"The Invasion";[HD 2007(A-Z)-2008(A-F)];X:\2007(G-M)\Invasion (2007, FSK12, 1920x1080).mkv;21.01.2018;;2007;12;99;1080p;7639;"USA";5,9;68453;0;0;"Thriller Sci-Fi ";"";0;0;0;0
6009;"Invasion U.S.A.";"";[HD Collection-7+mehr(A-Z)+Person];X:\Person\Chuck Norris\Invasion U.S.A. (1985, FSK18, 1920x1040).mkv;20.04.2017;;1985;18;107;1080p;11161;"USA";5,3;6565;18;0;"Action Thriller ";"";0;0;0;0
5537;"Investigator, The";"";[HD 2008(G-Z)-2009(A-F)];X:\2008(G-M)\Investigator, The (2008, FSK16, 1920x1040).mkv;14.02.2017;;2008;16;112;1080p;12390;"Ungarn";7,6;1762;0;0;"Thriller Drama Komödie Krimi ";"";0;0;0;0
3328;"Invictus - Unbezwungen";"Invictus";[HD 2009(G-Z)-2010(A-F)];X:\2009(G-M)\Invictus - Unbezwungen (2009, FSK12, 1920x800).mkv;13.03.2016;;2009;12;133;1080p;12595;"USA";7,3;137837;0;74;"Drama Sport Geschichte Biographie ";"";0;02;0;0
9778;"Invincible Iron Man, The";"";[Comicverfilmungen+MusikCD];X:\Comic-Trick\Iron Man\Invincible Iron Man, The (2007, FSK, 1920x1080).mkv;28.10.2018;;2007;;83;1080p;3368;"USA";6,0;6459;0;0;"Action Sci-Fi Abenteuer Fantasy Animation/Trick ";"";0;0;0;0
8785;"Invisible Target";"";[FSK18];X:\FSK18-Eastern\Invisible Target (2007, FSK18, 1920x816).mkv;30.04.2018;;2007;18;129;1080p;13107;"Hong-Kong";6,8;2530;0;0;"Action Thriller Krimi ";"";0;0;0;0
4502;"Invisible Woman, The";"";[HD 2013(I-Z)-2014(A-Z)];X:\2013(I-M)\Invisible Woman, The (2013, FSK0, 1920x800).mkv;29.09.2016;;2013;0;111;1080p;7342;"England";6,1;7231;0;0;"Biographie Drama Geschichte Liebe ";"";0;01;0;0
3486;"Invitation, The";"";[HD 2015(A-Z)];X:\2015(G-M)\Invitation, The (2015, FSK16, 1920x808).mkv;14.04.2016;;2015;16;100;1080p;8437;"USA";6,7;30099;0;0;"Thriller ";"";0;0;0;0
10514;"IO";"";[HD 2018(G-Z)-2019(A-Z)];X:\2019(G-M)\IO (2019, FSK, 1920x1080).mkv;18.01.2019;;2019;;96;1080p;5232;"USA";5,4;204;32;0;"Drama Sci-Fi Abenteuer Liebe ";"";0;0;0;0
6108;"Ip Man";"";[HD Eastern+Western];X:\HD-Eastern-Collections\Ip Man\Ip Man S01\Ip Man S01E01.mkv;01.05.2017;;2013;16;45;720p;1484;"China";6,8;38;0;0;"Action TV-Serie ";"";0;0;0;0
479;"Ip Man 1";"";[HD Eastern+Western];X:\HD-Eastern-Collections\Ip Man\Ip Man 1 (2008, FSK18, 1920x816).mkv;01.03.2015;;2008;18;106;1080p;8888;"Hong-Kong";8,0;192146;0;59;"Action Drama Sport Biographie ";"";0;0;0;0
480;"Ip Man 2";"";[HD Eastern+Western];X:\HD-Eastern-Collections\Ip Man\Ip Man 2 (2010, FSK18, 1920x816).mkv;01.03.2015;;2010;18;108;1080p;9062;"Hong-Kong";7,6;83775;0;67;"Action Drama Sport ";"";0;0;0;0
7779;"Ip Man 3";"";[HD Eastern+Western];X:\HD-Eastern-Collections\Ip Man\Ip Man 3 (2015, FSK12, 1920x1080).mkv;15.12.2017;;2015;12;104;1080p;15155;"China";7,1;32575;0;0;"Action Drama Geschichte Biographie ";"";0;0;0;0
812;"Ip Man Zero";"The Legend Is Born: Ip Man (Englischer Titel)";[HD Eastern+Western];X:\HD-Eastern-Collections\Ip Man\Ip Man Zero (2010, FSK12, 1920x816).mkv;27.03.2015;;2010;12;100;1080p;10342;"Hong-Kong";7,1;28868;0;0;"Action Drama Sport Geschichte Biographie ";"";0;0;0;0
6735;"Ip Man: Final Fight";"";[HD Eastern+Western];X:\HD-Eastern-Collections\Ip Man\Ip Man Final Fight (2013, FSK16, 1920x804).mkv;10.08.2017;;2013;16;100;1080p;12697;"Hong-Kong";6,2;8480;0;0;"Action Drama Biographie ";"";0;0;0;0
6688;"Ipcress - streng geheim";"The Ipcress File";[HD Collection-2(A-Z)-3(A-M)];X:\3-Trilogie(G-M)\Harry Palmer\Ipcress - streng geheim (1965, FSK12, 1280x544).mkv;07.08.2017;;1965;12;107;720p;4618;"England";7,3;11091;0;0;"Thriller ";"";0;0;0;03
8493;"Irgendwann in Mexico";"Once Upon a Time in Mexico";[FSK18];X:\FSK18-Collections\Mariachi\Irgendwann in Mexico (2003, FSK18, 1920x1080).mkv;08.03.2018;;2003;18;101;1080p;8847;"USA";6,4;139380;0;0;"Action Thriller ";"";0;0;0;0
3774;"Irina Palm";"";[HD 2007(A-Z)-2008(A-F)];X:\2007(G-M)\Irina Palm (2007, FSK12, 1280x720).mkv;07.06.2016;;2007;12;95;720p;3409;"Belgien";7,2;6453;0;0;"Drama ";"";0;0;0;0
9703;"Irish Heart - Angelo Kelly and Family Live";"";[HD Serien(SU-Z)+Dokus+Musik];X:\Musik\Irish Heart - Angelo Kelly and Family Live (2018, FSK, 1920x1080).mkv;05.10.2018;;2018;;99;1080p;8130;"";0,0;0;0;0;"Musik ";"";0;0;0;0
12087;"Irishman, The";"";[HD 2018(G-Z)-2019(A-Z)];X:\2019(G-M)\Irishman, The (2019, FSK16, 1920x1080).mkv;01.12.2019;;2019;16;209;1080p;12288;"USA";8,4;63189;96;94;"Drama Krimi Biographie ";"";0;0;0;0
723;"Iron Man 1";"";[Comicverfilmungen+MusikCD];X:\Comic-Filme\Iron Man\Iron Man 1 (2008, FSK12, 1920x800).mkv;16.03.2015;18.03.2015;2008;12;126;1080p;10649;"USA";7,9;816122;0;79;"Action Abenteuer Sci-Fi ";"";0;02;0;0
724;"Iron Man 2";"";[Comicverfilmungen+MusikCD];X:\Comic-Filme\Iron Man\Iron Man 2 (2010, FSK12, 1920x816).mkv;16.03.2015;18.03.2015;2010;12;124;1080p;10956;"USA";7,0;618843;0;57;"Action Sci-Fi ";"";0;01;0;0
725;"Iron Man 3";"";[Comicverfilmungen+MusikCD];X:\Comic-Filme\Iron Man\Iron Man 3 (2013, FSK12, 1920x800).mkv;16.03.2015;18.03.2015;2013;12;130;1080p;11059;"USA";7,2;654162;0;62;"Action Abenteuer Sci-Fi ";"";0;01;0;0
2611;"Iron Man 3";"";[Comicverfilmungen+MusikCD];X:\Comic-Filme\Iron Man\Iron Man 3 (2013, FSK12, 1920x800) 3D.mkv;25.11.2015;;2013;12;130;1080p;6604;"USA";7,2;654235;0;62;"Action Sci-Fi Abenteuer ";"";0;01;0;0
10445;"Iron Man: Rise of Technovore";"";[Comicverfilmungen+MusikCD];X:\Comic-Trick\Iron Man\Iron Man Rise of Technovore (2013, FSK, 704x384).avi;09.01.2019;;2013;;84;SD;697;"Japan";5,3;3591;0;0;"Action Sci-Fi Animation/Trick ";"";0;0;0;0
8570;"Iron Monkey";"";[HD Eastern+Western];X:\HD-Eastern-Classic(A-M)\Iron Monkey (1993, FSK16, 1920x1024).mkv;22.03.2018;;1993;16;90;1080p;7833;"Hong-Kong";7,6;14039;0;0;"Action Drama Krimi ";"";0;0;0;0
4358;"Iron Sky - Wir kommen in Frieden";"Iron Sky";[HD Collection-2(A-Z)-3(A-M)];X:\2-Dilogie(G-M)\Iron Sky\Iron Sky - Wir kommen in Frieden (2012, FSK12, 1920x800).mkv;12.09.2016;;2012;12;92;1080p;7567;"Finnland";5,9;80710;0;0;"Action Sci-Fi Komödie ";"";0;0;0;0
11883;"Iron Sky: The Coming Race";"";[HD Collection-2(A-Z)-3(A-M)];X:\2-Dilogie(G-M)\Iron Sky\Iron Sky The Coming Race (2019, FSK12, 1920x804).mkv;02.10.2019;;2019;12;92;1080p;7813;"Finnland";5,0;4743;29;0;"Action Sci-Fi Komödie Abenteuer ";"";0;0;0;0
